	TF	TG
65840	HIF1A	RSPH9
65841	HIF1A	RSRC2
65842	HIF1A	RUNX1
65843	HIF1A	RUVBL2
65844	HIF1A	S100A4
65845	HIF1A	SALL1
65846	HIF1A	SAP30
65847	HIF1A	ASB3
65848	HIF1A	SCD
65849	HIF1A	SCN1B
65850	HIF1A	SCRN1
65851	HIF1A	SCTR
65852	HIF1A	SDC2
65853	HIF1A	SDR39U1
65854	HIF1A	SEC14L2
65855	HIF1A	SEC14L4
65856	HIF1A	SEC23A
65857	HIF1A	SEC23IP
65858	HIF1A	SEC24C
65859	HIF1A	SEC61G
65860	HIF1A	SEMA4B
65861	HIF1A	SENP3
65862	HIF1A	SERGEF
65863	HIF1A	SERPINB6
65864	HIF1A	SERPINE1
65865	HIF1A	SERTAD1
65866	HIF1A	SGSM2
65867	HIF1A	SH3BP1
65868	HIF1A	SHC4
65869	HIF1A	SLC16A3
65870	HIF1A	SLC1A2
65871	HIF1A	SLC25A32
65872	HIF1A	SLC28A1
65873	HIF1A	SLC2A1
65874	HIF1A	SLC2A14
65875	HIF1A	SLC2A3
65876	HIF1A	SLC2A5
65877	HIF1A	SLC30A10
65878	HIF1A	SLC31A1
65879	HIF1A	SLC35A4
65880	HIF1A	SLC35B4
65881	HIF1A	SLC35E1
65882	HIF1A	SLC35E3
65883	HIF1A	SLC38A3
65884	HIF1A	SLC38A5
65885	HIF1A	SLC41A2
65886	HIF1A	SLC43A3
65887	HIF1A	SLC4A4
65888	HIF1A	SLC50A1
65889	HIF1A	SLC6A19
65890	HIF1A	SLC8A3
65891	HIF1A	SMC2
65892	HIF1A	SMCR8
65893	HIF1A	PPP4R3B
65894	HIF1A	SMS
65895	HIF1A	SNAPC3
65896	HIF1A	SND1
65897	HIF1A	SNRPD2
65898	HIF1A	SNX33
65899	HIF1A	SON
65900	HIF1A	SOS1
65901	HIF1A	SPAG4
65902	HIF1A	SPG7
65903	HIF1A	SPHK1
65904	HIF1A	SPICE1
65905	HIF1A	SPRY1
65906	HIF1A	SPRYD7
65907	HIF1A	SPTBN1
65908	HIF1A	SRA1
65909	HIF1A	SRSF7
65910	HIF1A	SRSF9
65911	HIF1A	SSRP1
65912	HIF1A	STAMBP
65913	HIF1A	STBD1
65914	HIF1A	STC1
65915	HIF1A	STC2
65916	HIF1A	SYT8
65917	HIF1A	TAB3
65918	HIF1A	TARS
65919	HIF1A	TARSL2
65920	HIF1A	TBC1D17
65921	HIF1A	TBC1D22A
65922	HIF1A	TBK1
65923	HIF1A	TEKT2
65924	HIF1A	TF
65925	HIF1A	THAP4
65926	HIF1A	THAP5
65927	HIF1A	THNSL1
65928	HIF1A	TIAM1
65929	HIF1A	TLR2
65930	HIF1A	TM2D3
65931	HIF1A	TM9SF2
65932	HIF1A	TMCC1
65933	HIF1A	TMEM102
65934	HIF1A	TMEM144
65935	HIF1A	CATSPERD
65936	HIF1A	TMEM150A
65937	HIF1A	TMEM18
65938	HIF1A	TMEM37
65939	HIF1A	TMEM45A
65940	HIF1A	NDC1
65941	HIF1A	TMEM51
65942	HIF1A	TMSB10
65943	HIF1A	TNFRSF10D
65944	HIF1A	TNNI2
65945	HIF1A	TNNT3
65946	HIF1A	TNS1
65947	HIF1A	TNS3
65948	HIF1A	TOP3A
65949	HIF1A	ATP1B3
65950	HIF1A	TPR
65951	HIF1A	TRIM9
65952	HIF1A	TRIT1
65953	HIF1A	TRMT61B
65954	HIF1A	TRMU
65955	HIF1A	TRPV6
65956	HIF1A	TSFM
65957	HIF1A	TSPAN5
65958	HIF1A	TSR1
65959	HIF1A	TSTD2
65960	HIF1A	TULP4
65961	HIF1A	TUSC2
65962	HIF1A	ATXN2L
65963	HIF1A	TYMS
65964	HIF1A	UBA5
65965	HIF1A	UBA6
65966	HIF1A	UBE2D3
65967	HIF1A	UFC1
65968	HIF1A	UFSP2
65969	HIF1A	UGP2
65970	HIF1A	UNC5D
65971	HIF1A	UPRT
65972	HIF1A	URM1
65973	HIF1A	USO1
65974	HIF1A	USP21
65975	HIF1A	USP37
65976	HIF1A	UXT
65977	HIF1A	VAMP5
65978	HIF1A	VDAC1
65979	HIF1A	VEGFA
65980	HIF1A	VGLL4
65981	HIF1A	VKORC1
65982	HIF1A	VMO1
65983	HIF1A	VPS45
65984	HIF1A	VWCE
65985	HIF1A	WDPCP
65986	HIF1A	WDR12
65987	HIF1A	WDR36
65988	HIF1A	WDR54
65989	HIF1A	WDR61
65990	HIF1A	WDR66
65991	HIF1A	WDR89
65992	HIF1A	WNK3
65993	HIF1A	WNT2B
65994	HIF1A	WSB1
65995	HIF1A	XXYLT1
65996	HIF1A	YAP1
65997	HIF1A	YWHAG
65998	HIF1A	ZDBF2
65999	HIF1A	ZFP36L1
66000	HIF1A	ZGLP1
66001	HIF1A	ZHX2
66002	HIF1A	ZMYND12
66003	HIF1A	ZMYND15
66004	HIF1A	ZMYND8
66005	HIF1A	ZNF2
66006	HIF1A	ZNF215
66007	HIF1A	ZNF248
66008	HIF1A	ZNF292
66009	HIF1A	ZNF296
66010	HIF1A	ZNF311
66011	HIF1A	ZNF395
66012	HIF1A	ZNF398
66013	HIF1A	ZNF425
66014	HIF1A	ZNF514
66015	HIF1A	ZNF547
66016	HIF1A	ZNF598
66017	HIF1A	ZNF790
66018	HIF1A	ZNHIT1
66019	HIF1A	BCL11A
66020	HIF1A	BCL11B
66021	HIF1A	BCL2
66022	HIF1A	BCL2L11
66023	HIF1A	BCL6
66025	HIF1A	BMP6
66026	HIF1A	BNIP2
66027	HIF1A	BRWD3
66028	HIF1A	C11orf71
66029	HIF1A	C12orf66
66030	HIF1A	C14orf166
66031	HIF1A	C17orf102
66032	HIF1A	C17orf58
66033	HIF1A	C19orf68
66034	HIF1A	CREBRF
66035	HIF1A	UQCC2
66036	HIF1A	BMT2
66038	HIF1A	CCDC126
66039	HIF1A	CCND2
66040	HIF1A	CEP85
66041	HIF1A	CITED2
66042	HIF1A	CLSTN3
66043	HIF1A	CNPY3
66044	HIF1A	COPZ1
66045	HIF1A	COX4I2
66047	HIF1A	DDX4
66048	HIF1A	DERL1
66049	HIF1A	DOT1L
66050	HIF1A	DSCAM
66051	HIF1A	DSCAML1
66052	HIF1A	DUSP7
66053	HIF1A	E2F3
66054	HIF1A	EED
66055	HIF1A	EIF4G1
66056	HIF1A	ELOVL6
66057	HIF1A	EML1
66058	HIF1A	EN1
66060	HIF1A	ENTPD7
66061	HIF1A	EPB41L4B
66062	HIF1A	EPHB3
66063	HIF1A	ERF
66064	HIF1A	ERO1A
66065	HIF1A	ESRRA
66066	HIF1A	FAM114A1
66067	HIF1A	FCHSD2
66068	HIF1A	FGF10
66070	HIF1A	FGF17
66071	HIF1A	FGF6
66073	HIF1A	G6PC3
66075	HIF1A	GCSH
66076	HIF1A	GOLGA4
66077	HIF1A	GOLT1A
66078	HIF1A	GPM6B
66079	HIF1A	GPR176
66080	HIF1A	GRIN2A
66082	HIF1A	HBEGF
66083	HIF1A	HIF3A
66084	HIF1A	HMGA1
66085	HIF1A	HMGN2
66086	HIF1A	HMGXB4
66088	HIF1A	HOXA7
66089	HIF1A	HYAL2
66090	HIF1A	IGF2BP1
66091	HIF1A	IGF2BP3
66092	HIF1A	IKZF2
66093	HIF1A	ING3
66094	HIF1A	INSM1
66095	HIF1A	IRF2BP1
66096	HIF1A	IRF2BPL
66097	HIF1A	ITCH
66098	HIF1A	JPH1
66099	HIF1A	KCTD15
66102	HIF1A	EMC1
66103	HIF1A	CLUH
66104	HIF1A	FAM214B
66105	HIF1A	KLF11
66106	HIF1A	KLHDC3
66107	HIF1A	KLHL35
66108	HIF1A	KTN1
66110	HIF1A	P3H3
66111	HIF1A	LHX5
66112	HIF1A	LIG1
66113	HIF1A	LRP2BP
66114	HIF1A	LRP8
66115	HIF1A	LRRTM1
66116	HIF1A	LTBP1
66117	HIF1A	MAX
66118	HIF1A	MEA1
66119	HIF1A	MEF2C
66120	HIF1A	MESDC1
66121	HIF1A	NTMT1
66122	HIF1A	MGLL
66123	HIF1A	MICAL2
66125	HIF1A	MPL
66126	HIF1A	MRTO4
66127	HIF1A	MYLK
66128	HIF1A	NANS
66129	HIF1A	NAV2
66130	HIF1A	NFIL3
66131	HIF1A	NPR3
66132	HIF1A	NR1D1
66134	HIF1A	NRBF2
66135	HIF1A	NRF1
66137	HIF1A	NXPH1
66138	HIF1A	PABPC1
66139	HIF1A	PATZ1
66140	HIF1A	PDGFB
66141	HIF1A	PDK3
66142	HIF1A	PDP2
66145	HIF1A	PGM3
66146	HIF1A	PHF12
66147	HIF1A	JADE2
66148	HIF1A	JADE1
66149	HIF1A	PIK3IP1
66150	HIF1A	POLA1
66151	HIF1A	POLR3E
66152	HIF1A	PPM1E
66154	HIF1A	PPRC1
66155	HIF1A	PPT2
66156	HIF1A	PRDM13
66157	HIF1A	PRDX4
66158	HIF1A	PRKAR2A
66159	HIF1A	PRMT1
66160	HIF1A	PSD
66161	HIF1A	PSME3
66162	HIF1A	PTEN
66163	HIF1A	PTPRF
66164	HIF1A	QRICH1
66165	HIF1A	RAB10
66166	HIF1A	RAB33A
66167	HIF1A	RAMP2
66168	HIF1A	RBM7
66169	HIF1A	RCOR2
66171	HIF1A	REV1
66172	HIF1A	RFX5
66173	HIF1A	RGS16
66174	HIF1A	RNF5
66175	HIF1A	RPL22
66177	HIF1A	RUNDC1
66178	HIF1A	RUNX1T1
66180	HIF1A	RWDD2A
66181	HIF1A	SCAMP2
66182	HIF1A	SCYL1
66183	HIF1A	SHISA6
66184	HIF1A	SLC12A4
66185	HIF1A	SLC12A5
66186	HIF1A	SLC26A10
66187	HIF1A	SLC37A4
66188	HIF1A	SLC6A1
66189	HIF1A	SNCB
66190	HIF1A	SNX12
66191	HIF1A	SNX5
66192	HIF1A	SORCS3
66193	HIF1A	SOX14
66194	HIF1A	SOX2
66195	HIF1A	SPOP
66196	HIF1A	SRFBP1
66197	HIF1A	SRSF1
66198	HIF1A	SRSF5
66199	HIF1A	SRSF6
66200	HIF1A	ST6GAL1
66202	HIF1A	STMN1
66203	HIF1A	TBC1D8B
66204	HIF1A	TEF
66205	HIF1A	TET2
66206	HIF1A	TFRC
66207	HIF1A	TIAL1
66208	HIF1A	TLL1
66209	HIF1A	TMEM132E
66210	HIF1A	TMEM57
66211	HIF1A	TMEM88
66212	HIF1A	TRIM3
66213	HIF1A	TRIM33
66214	HIF1A	TRPC4AP
66215	HIF1A	TSKU
66216	HIF1A	TSSK3
66217	HIF1A	TXLNG
66218	HIF1A	UBA1
66219	HIF1A	UBXN10
66220	HIF1A	USF2
66222	HIF1A	UTP18
66224	HIF1A	XPNPEP1
66225	HIF1A	XRN2
66226	HIF1A	YBX1
66227	HIF1A	YEATS2
66228	HIF1A	ZBTB10
66229	HIF1A	ZBTB37
66230	HIF1A	ZBTB47
66231	HIF1A	ZIC2
66232	HIF1A	ZNF771
66233	HIF1A	ZNF800
66234	HIF1A	ZNF827
66235	HIF1A	ZZZ3
66236	HLF	ABHD11
66237	HLF	ABHD8
66238	HLF	ACSL4
66239	HLF	ADNP
66240	HLF	ADRB2
66241	HLF	AKTIP
66242	HLF	ALB
66243	HLF	ALDH1A1
66244	HLF	ANGPTL1
66245	HLF	ANKRD40
66246	HLF	ANO1
66247	HLF	AP1S2
66248	HLF	AQP9
66249	HLF	ARHGAP44
66250	HLF	ARID1B
66251	HLF	ARRDC3
66252	HLF	ATAD2
66253	HLF	ATXN1
66254	HLF	ADGRB3
66255	HLF	BAMBI
66256	HLF	BCL6
66257	HLF	BEST3
66258	HLF	BHLHE40
66259	HLF	BSN
66260	HLF	ELMSAN1
66261	HLF	NREP
66262	HLF	C9orf24
66263	HLF	CACNA2D3
66264	HLF	CACNG2
66265	HLF	CADM1
66266	HLF	CALCRL
66267	HLF	CALM1
66268	HLF	CASK
66269	HLF	CD40LG
66270	HLF	CDC42
66271	HLF	CDH10
66272	HLF	CDK8
66273	HLF	CDKL5
66274	HLF	CDKN2C
66275	HLF	CDYL
66276	HLF	CELF2
66277	HLF	CHD2
66278	HLF	CHN1
66279	HLF	CLASP1
66280	HLF	CLCN5
66281	HLF	CLIC4
66282	HLF	CNTF
66283	HLF	COL15A1
66284	HLF	CREB5
66285	HLF	CRIM1
66286	HLF	CSNK1E
66287	HLF	CTDSP1
66288	HLF	CTSC
66289	HLF	CXCL6
66290	HLF	DCAF6
66291	HLF	DDIT3
66292	HLF	DDX5
66293	HLF	DENND4A
66294	HLF	DLX1
66295	HLF	DLX5
66296	HLF	DMD
66297	HLF	DNAJA2
66298	HLF	DPH3
66299	HLF	DUSP14
66300	HLF	ECM2
66301	HLF	EEF2
66302	HLF	EGFR
66303	HLF	AGO3
66304	HLF	EIF4A1
66305	HLF	ELAVL4
66306	HLF	ELMOD1
66307	HLF	EML4
66308	HLF	ENSA
66309	HLF	EPB41
66310	HLF	EPN2
66311	HLF	ERF
66312	HLF	ETV4
66313	HLF	F5
66314	HLF	FAIM2
66315	HLF	RMDN3
66316	HLF	FBXO3
66317	HLF	FBXW7
66318	HLF	FCHSD2
66319	HLF	FGF21
66320	HLF	FNBP1
66321	HLF	FOXA1
66322	HLF	FOXA2
66323	HLF	FOXO3
66324	HLF	FOXP1
66325	HLF	GBX2
66326	HLF	ADGRG4
66327	HLF	GPR85
66328	HLF	GRHL2
66329	HLF	GTPBP2
66330	HLF	HERPUD1
66331	HLF	HIST3H2A
66332	HLF	HIST3H2BB
66333	HLF	HIVEP3
66334	HLF	HNRNPA3
66335	HLF	HNRNPH1
66336	HLF	HOXA4
66337	HLF	HOXB6
66338	HLF	HOXC4
66339	HLF	HOXC6
66340	HLF	HRH3
66341	HLF	HS6ST2
66342	HLF	HSPA4L
66343	HLF	IFNG
66344	HLF	IL27
66345	HLF	IL4
66346	HLF	ING1
66347	HLF	INPP4A
66348	HLF	IP6K2
66349	HLF	IRF2BP1
66350	HLF	JPH3
66351	HLF	KIF2B
66352	HLF	KLF9
66353	HLF	KLHL7
66354	HLF	KRT23
66355	HLF	KRTAP19-5
66356	HLF	LARP4
66357	HLF	LEMD2
66358	HLF	LGALSL
66359	HLF	LGSN
66360	HLF	LONRF3
66361	HLF	LOX
66362	HLF	LRRTM4
66363	HLF	MAP2K6
66364	HLF	MAP4
66365	HLF	MBNL2
66366	HLF	MECP2
66367	HLF	MEIS2
66368	HLF	MEOX2
66369	HLF	MIOX
66370	HLF	MKNK2
66371	HLF	MPP2
66372	HLF	MPP6
66373	HLF	MRC2
66374	HLF	MYL6B
66375	HLF	NAA60
66376	HLF	NAPEPLD
66377	HLF	NCKAP5
66378	HLF	NDST3
66379	HLF	NEUROD1
66380	HLF	NEUROD6
66381	HLF	NFIL3
66382	HLF	NFKBIZ
66383	HLF	NPTX1
66384	HLF	NR1D1
66385	HLF	NR2F2
66386	HLF	NTN5
66387	HLF	NTRK1
66388	HLF	NUFIP2
66389	HLF	NYX
66390	HLF	OCRL
66391	HLF	OSBPL6
66392	HLF	OTP
66393	HLF	OTX2
66394	HLF	OXNAD1
66395	HLF	PCBP2
66396	HLF	PCSK2
66397	HLF	PDAP1
66398	HLF	PDE4D
66399	HLF	PDGFRL
66400	HLF	PDP1
66401	HLF	PDXP
66402	HLF	PDZD8
66403	HLF	PELI2
66404	HLF	PFN2
66405	HLF	PHC3
66406	HLF	PIK3R1
66407	HLF	PIP5K1A
66408	HLF	PKNOX2
66409	HLF	PLAG1
66410	HLF	PLCB1
66411	HLF	PNMA1
66412	HLF	POGZ
66413	HLF	POU4F1
66414	HLF	PPL
66415	HLF	PREX2
66416	HLF	PRICKLE1
66417	HLF	PRKAA2
66418	HLF	PRKAG1
66419	HLF	PRKG1
66420	HLF	PTHLH
66421	HLF	RASGEF1A
66422	HLF	RASL10B
66423	HLF	RBFOX1
66424	HLF	RBFOX2
66425	HLF	RCC2
66426	HLF	RGR
66427	HLF	RHOBTB2
66428	HLF	ROBO1
66429	HLF	RORA
66430	HLF	RPRD2
66431	HLF	RPS6KA3
66432	HLF	S100PBP
66433	HLF	SECISBP2L
66434	HLF	SEMA6D
66435	HLF	SERTAD4
66436	HLF	SH2B3
66437	HLF	FBXW4
66438	HLF	SHMT2
66439	HLF	SLC24A2
66440	HLF	SLC46A3
66441	HLF	SLIT3
66442	HLF	SMAD3
66443	HLF	SMARCAD1
66444	HLF	SPIB
66445	HLF	SPRED1
66446	HLF	SPRR1B
66447	HLF	SPRY4
66448	HLF	SREBF2
66449	HLF	STK35
66450	HLF	SULF1
66451	HLF	SUMO1
66452	HLF	SYT11
66453	HLF	TAC1
66454	HLF	TAGLN3
66455	HLF	TBX6
66456	HLF	TCEAL7
66457	HLF	TNS2
66458	HLF	TFEB
66459	HLF	TMEM154
66460	HLF	TMEM57
66461	HLF	TNFSF13
66462	HLF	TNFSF15
66463	HLF	TNNC2
66464	HLF	TOB1
66465	HLF	TOP1
66466	HLF	TREX1
66467	HLF	TRIM8
66468	HLF	TSC22D1
66469	HLF	TSC22D3
66470	HLF	TTC39B
66471	HLF	TXLNG
66472	HLF	UBE2E2
66473	HLF	UBE2E4P
66474	HLF	USP2
66475	HLF	USP9X
66476	HLF	VNN3
66477	HLF	WNT3A
66478	HLF	XK
66479	HLF	XPO7
66480	HLF	YWHAG
66481	HLF	ZDHHC14
66482	HLF	ZDHHC2
66483	HLF	ZDHHC5
66484	HLF	ZFYVE9
66485	HLF	ZBTB18
66486	HLF	ZBTB21
66487	HLF	ZNF654
66488	HLF	ZNF687
66489	HLF	ZNF711
66490	HMGA1	AAK1
66491	HMGA1	AMOTL1
66492	HMGA1	ANKRD11
66493	HMGA1	ANKRD12
66494	HMGA1	ANKRD28
66495	HMGA1	AOC3
66496	HMGA1	ARHGAP15
66497	HMGA1	ARL17A
66498	HMGA1	ARL3
66499	HMGA1	ATP1B3
66500	HMGA1	ATP5G2
66501	HMGA1	B3GNT7
66502	HMGA1	B4GALT5
66503	HMGA1	BATF
66504	HMGA1	BCL11A
66505	HMGA1	BCL6
66506	HMGA1	BTBD10
66507	HMGA1	C1orf116
66508	HMGA1	C1orf21
66509	HMGA1	C1orf54
66510	HMGA1	C3orf17
66511	HMGA1	CADM1
66512	HMGA1	CALCRL
66513	HMGA1	CAMKV
66514	HMGA1	CAMSAP2
66515	HMGA1	CAPZA3
66516	HMGA1	BICDL1
66517	HMGA1	CD180
66518	HMGA1	CD40
66519	HMGA1	CDC27
66520	HMGA1	CDC42SE1
66521	HMGA1	CHRNA9
66522	HMGA1	CNIH2
66523	HMGA1	CNKSR1
66524	HMGA1	CNTN4
66525	HMGA1	COPS7A
66526	HMGA1	CSF3
66527	HMGA1	CTNND1
66528	HMGA1	CXCL10
66529	HMGA1	DCHS2
66530	HMGA1	DLL3
66531	HMGA1	DOC2B
66532	HMGA1	DONSON
66533	HMGA1	DUSP6
66534	HMGA1	ECEL1
66535	HMGA1	EEF1B2
66536	HMGA1	EIF1
66537	HMGA1	EIF4G1
66538	HMGA1	EN1
66539	HMGA1	ERG
66540	HMGA1	ESM1
66541	HMGA1	ETV3
66542	HMGA1	F13B
66543	HMGA1	FAM117A
66544	HMGA1	FAM129A
66545	HMGA1	EVA1B
66546	HMGA1	BRINP3
66547	HMGA1	FAM98A
66548	HMGA1	FASTKD2
66549	HMGA1	FEV
66550	HMGA1	FGF10
66551	HMGA1	FGF8
66552	HMGA1	FOXB1
66553	HMGA1	FOXP1
66554	HMGA1	FXYD2
66555	HMGA1	GAD1
66556	HMGA1	GAS7
66557	HMGA1	GEN1
66558	HMGA1	GPR171
66559	HMGA1	GPR65
66560	HMGA1	GRIK1
66561	HMGA1	HAPLN2
66562	HMGA1	HCN3
66563	HMGA1	HECTD2
66564	HMGA1	HN1L
66565	HMGA1	HNF1A
66566	HMGA1	HNRNPC
66567	HMGA1	HOXB4
66568	HMGA1	HOXB6
66569	HMGA1	HOXB8
66570	HMGA1	HOXC4
66571	HMGA1	HOXC6
66572	HMGA1	HSPG2
66573	HMGA1	HTR3B
66574	HMGA1	ICAM1
66575	HMGA1	IFT80
66576	HMGA1	IGF2BP1
66577	HMGA1	IKZF2
66578	HMGA1	IKZF3
66579	HMGA1	IL16
66580	HMGA1	IL18RAP
66581	HMGA1	IL1RN
66582	HMGA1	IL22
66583	HMGA1	IL24
66584	HMGA1	INSM1
66585	HMGA1	IRX5
66586	HMGA1	KCNAB1
66587	HMGA1	KCNH7
66588	HMGA1	KCTD15
66589	HMGA1	KLF5
66590	HMGA1	KLK9
66591	HMGA1	KLKB1
66592	HMGA1	KLRA1P
66593	HMGA1	KLRC1
66594	HMGA1	KLRC2
66595	HMGA1	KLRC3
66596	HMGA1	KRT72
66597	HMGA1	KRT8P41
66598	HMGA1	LEMD1
66599	HMGA1	LIF
66600	HMGA1	LINC00173
66601	HMGA1	LMO3
66602	HMGA1	LMO4
66603	HMGA1	LRRTM4
66604	HMGA1	LYVE1
66605	HMGA1	MAB21L1
66606	HMGA1	MAML2
66607	HMGA1	MAP2K3
66608	HMGA1	MAP2K6
66609	HMGA1	MAP3K8
66610	HMGA1	MAPK4
66611	HMGA1	MAPK6
66612	HMGA1	MBNL1
66613	HMGA1	MDH1
66614	HMGA1	MEF2D
66615	HMGA1	MEIS1
66616	HMGA1	MGLL
66617	HMGA1	MIA
66618	HMGA1	MIER3
66619	HMGA1	MIR17HG
66620	HMGA1	MLLT11
66621	HMGA1	MOCOS
66622	HMGA1	MON1A
66623	HMGA1	MRC2
66624	HMGA1	MSX1
66625	HMGA1	MYBPC1
66626	HMGA1	NCAM1
66627	HMGA1	NDRG2
66628	HMGA1	NDUFA4L2
66629	HMGA1	NDUFS1
66630	HMGA1	NEDD4L
66631	HMGA1	NEURL1
66632	HMGA1	NFATC4
66633	HMGA1	NFIX
66634	HMGA1	NFKBIA
66635	HMGA1	NID2
66636	HMGA1	NLK
66637	HMGA1	NMU
66638	HMGA1	NOS1
66639	HMGA1	NPHP4
66640	HMGA1	NR4A2
66641	HMGA1	NTRK3
66642	HMGA1	NXPH4
66643	HMGA1	OBSCN
66644	HMGA1	ONECUT1
66645	HMGA1	OSMR
66646	HMGA1	OTP
66647	HMGA1	PAFAH1B1
66648	HMGA1	PAN2
66649	HMGA1	PCDH10
66650	HMGA1	PDE4C
66651	HMGA1	PDE4D
66652	HMGA1	PEX5L
66653	HMGA1	PHOX2B
66654	HMGA1	PI4K2A
66655	HMGA1	PITX2
66656	HMGA1	PLAGL2
66657	HMGA1	PLXDC2
66658	HMGA1	PNKD
66659	HMGA1	POFUT1
66660	HMGA1	POLD3
66661	HMGA1	POU2F1
66662	HMGA1	PPM1B
66663	HMGA1	PPP2R3A
66664	HMGA1	PRICKLE1
66665	HMGA1	PRR11
66666	HMGA1	PRRG4
66667	HMGA1	PTBP2
66668	HMGA1	PTGIR
66669	HMGA1	PTHLH
66670	HMGA1	PTMS
66671	HMGA1	PTPN22
66672	HMGA1	RAB34
66673	HMGA1	RASAL2
66674	HMGA1	RBPJ
66675	HMGA1	RELA
66676	HMGA1	REM2
66677	HMGA1	RIN2
66678	HMGA1	RNF220
66679	HMGA1	RNF26
66680	HMGA1	RNF43
66681	HMGA1	RPL23A
66682	HMGA1	RRM1
66683	HMGA1	SCAMP1
66684	HMGA1	SFXN2
66685	HMGA1	SH3BGR
66686	HMGA1	SHISA6
66687	HMGA1	SKA2
66688	HMGA1	SLC1A7
66689	HMGA1	SLC6A12
66690	HMGA1	SLC7A1
66691	HMGA1	SLITRK1
66692	HMGA1	SMC4
66693	HMGA1	SMC6
66694	HMGA1	SMG6
66695	HMGA1	SOX5
66696	HMGA1	SP7
66697	HMGA1	SRR
66698	HMGA1	ST8SIA1
66699	HMGA1	STIP1
66700	HMGA1	STK32C
66701	HMGA1	STMN1
66702	HMGA1	STX16
66703	HMGA1	TACC2
66704	HMGA1	TAF5
66705	HMGA1	TAZ
66706	HMGA1	TERT
66707	HMGA1	TEX2
66708	HMGA1	TFAP2C
66709	HMGA1	TGM7
66710	HMGA1	TIAL1
66711	HMGA1	TM6SF1
66712	HMGA1	TMEM81
66713	HMGA1	TMPRSS3
66714	HMGA1	TNFSF11
66715	HMGA1	TNFSF18
66716	HMGA1	TNFSF4
66717	HMGA1	TP63
66718	HMGA1	TSC22D1
66719	HMGA1	UBE2E2
66720	HMGA1	UBR3
66721	HMGA1	USP2
66722	HMGA1	VAC14
66723	HMGA1	VAMP3
66724	HMGA1	VGLL4
66725	HMGA1	VIT
66726	HMGA1	WAC
66727	HMGA1	WNT10A
66728	HMGA1	WNT9B
66729	HMGA1	ZIC1
66730	HMGA1	ZIC4
66731	HMGA1	ZMYND8
66732	HMGA1	ZNF263
66733	HMGA1	ZNF654
66734	HMGA1	ZNF675
66735	HMGA1	ZPBP2
66736	HMX1	ACIN1
66737	HMX1	AMPH
66738	HMX1	ANKRD39
66739	HMX1	SOWAHA
66740	HMX1	ARID4B
66741	HMX1	ATOH1
66742	HMX1	BCL2L2
66743	HMX1	C14orf119
66744	HMX1	CCDC177
66745	HMX1	ENTHD2
66746	HMX1	CACNB2
66747	HMX1	CBLN1
66748	HMX1	DAAM2
66749	HMX1	DAZAP1
66750	HMX1	EIF3B
66751	HMX1	EP300
66752	HMX1	FGF12
66753	HMX1	GGPS1
66754	HMX1	ID1
66755	HMX1	IRX4
66756	HMX1	JMJD6
66757	HMX1	JUNB
66758	HMX1	KCNB2
66759	HMX1	KCNN1
66760	HMX1	KREMEN2
66761	HMX1	LHFPL1
66762	HMX1	LRRK1
66763	HMX1	NKX2-2
66764	HMX1	OMG
66765	HMX1	PBX1
66766	HMX1	PHF12
66767	HMX1	PTPRT
66768	HMX1	R3HDM1
66769	HMX1	RGAG1
66770	HMX1	SLC20A1
66771	HMX1	SLC25A28
66772	HMX1	SLC25A3
66773	HMX1	SLITRK1
66774	HMX1	SMAD2
66775	HMX1	SMAD3
66776	HMX1	TNPO2
66777	HMX1	TRERF1
66778	HMX1	TRRAP
66779	HNF1A	AGT
66780	HNF1A	AKR1C4
66781	HNF1A	ALB
66782	HNF1A	CEBPA
66783	HNF1A	CRP
66784	HNF1A	ACSL4
66785	HNF1A	CYP3A4
66787	HNF1A	IGFBP1
66788	HNF1A	MTR
66789	HNF1A	MTTP
66790	HNF1A	NR1H4
66791	HNF1A	ANXA13
66792	HNF1A	PDX1
66793	HNF1A	APOM
66794	HNF1A	ARHGAP24
66795	HNF1A	SERPING1
66796	HNF1A	SLC22A10
66797	HNF1A	SLC22A9
66798	HNF1A	UGT1A10
66799	HNF1A	UGT1A8
66800	HNF1A	UGT1A9
66801	HNF1A	UGT2B17
66802	HNF1A	UGT2B7
66803	HNF1A	BCL9
66804	HNF1B	FOLR1
66805	HNF1A	BMI1
66806	HNF1A	MYRF
66807	HNF1A	COA3
66808	HNF1A	CDH16
66809	HNF1A	CLDN19
66810	HNF1A	CNTD1
66811	HNF1A	COL16A1
66812	HNF1A	COL9A1
66813	HNF1A	CYP26A1
66814	HNF1A	DLX1
66815	HNF1A	DMD
66816	HNF1A	DZIP1L
66817	HNF1A	EEPD1
66818	HNF1A	EGR1
66819	HNF1A	F13B
66820	HNF1A	FGFR4
66821	HNF1A	G6PC
66822	HNF1A	GC
66823	HNF1A	GLRA2
66824	HNF1A	GOLT1A
66825	HNF1A	GRB7
66826	HNF1A	HABP2
66827	HNF1A	HCFC1R1
66828	HNF1A	HGFAC
66830	HNF1A	HNF1B
66831	HNF1A	HOXA10
66832	HNF1A	HOXC4
66833	HNF1A	HOXC6
66834	HNF1A	HOXD4
66836	HNF1A	KCP
66837	HNF1A	KRT25
66838	HNF1A	LCT
66839	HNF1A	LIPC
66840	HNF1A	LPAL2
66841	HNF1A	CARMIL3
66842	HNF1A	MITF
66843	HNF1A	KMT2A
66844	HNF1A	NCKAP5
